English;Turkish;Phonetic;TurkishPronunciation;SampleEn;SampleTr;CategoryId;Difficulty
trend;trend;/trend/;trend;This is a new trend.;Bu yeni bir trend.;2;3
trust level;güven seviyesi;/trʌst/;trast;Trust level increased.;Güven seviyesi arttı.;7;3
user;kullanıcı;/ˈjuːzər/;yuzır;The user logged in.;Kullanıcı giriş yaptı.;6;3
value system;değer sistemi;/ˈvæljuː/;valyu;A strong value system matters.;Güçlü bir değer sistemi önemlidir.;7;3
version;versiyon;/ˈvɜːrʒən/;vörjın;This is the latest version.;Bu en son versiyon.;6;3
view;görüş;/vjuː/;vyu;I agree with your view.;Görüşüne katılıyorum.;3;3
visitor;ziyaretçi;/ˈvɪzɪtər/;vizitır;We had many visitors.;Çok ziyaretçimiz vardı.;4;3
volume;hacim / ses;/ˈvɑːljuːm/;valyum;Increase the volume.;Sesi artır.;3;3
warning;uyarı;/ˈwɔːrnɪŋ/;vornıng;He gave a warning.;Bir uyarı yaptı.;5;3
weakness;zayıflık;/ˈwiːknəs/;viiknıs;This is his weakness.;Bu onun zayıflığı.;7;3
weather condition;hava durumu;/ˈweðər/;vedır;Weather conditions are bad.;Hava koşulları kötü.;4;3
website;web sitesi;/ˈwebsaɪt/;vebsait;Visit our website.;Web sitemizi ziyaret et.;6;3
weight;ağırlık;/weɪt/;veyt;Check your weight.;Ağırlığını kontrol et.;5;3
welcome;hoş geldin;/ˈwelkəm/;velkım;You are welcome here.;Burada hoş geldin.;7;3
willingness;isteklilik;/ˈwɪlɪŋnəs/;vilingnıs;He showed willingness.;İsteklilik gösterdi.;7;3
worker;işçi;/ˈwɜːrkər/;ورکır;The worker is tired.;İşçi yorgun.;2;3
workplace;iş yeri;/ˈwɜːrkpleɪs/;ورکpleys;This workplace is safe.;Bu iş yeri güvenli.;2;3
world view;dünya görüşü;/wɜːrld/;world;His worldview is different.;Dünya görüşü farklı.;7;3
writer;yazar;/ˈraɪtər/;raytır;The writer is famous.;Yazar ünlü.;3;3
writing;yazı;/ˈraɪtɪŋ/;rayting;Her writing is clear.;Yazısı açık.;3;3
youth culture;gençlik kültürü;/juːθ/;yuuth;Youth culture changes fast.;Gençlik kültürü hızlı değişir.;7;3
ability level;yetenek seviyesi;/əˈbɪləti/;ebilıti;His ability level is high.;Yetenek seviyesi yüksek.;3;3
absence of;eksikliği;/ˈæbsəns/;ebsıns;Absence of water is dangerous.;Su eksikliği tehlikelidir.;1;3
acceptance;kabul;/əkˈseptəns/;akseptıns;Acceptance is important.;Kabul önemlidir.;7;3
access point;erişim noktası;/ˈækses/;akses;Find the access point.;Erişim noktasını bul.;6;3
accommodation;konaklama;/əˌkɑːməˈdeɪʃən/;akomodeyşın;Accommodation is expensive.;Konaklama pahalı.;4;3
achievement;başarı;/əˈtʃiːvmənt/;eçivmınt;This is a big achievement.;Bu büyük bir başarı.;2;3
act of kindness;iyilik;/ækt/;akt;It was an act of kindness.;Bu bir iyilikti.;7;3
active role;aktif rol;/ˈæktɪv/;aktiv;He played an active role.;Aktif rol oynadı.;2;3
addition to;ek olarak;/əˈdɪʃən/;edişın;In addition to this, study more.;Buna ek olarak daha çalış.;3;3
adjustment;ayarlama;/əˈdʒʌstmənt/;ecestmınt;Make an adjustment.;Ayarlama yap.;1;3
admiration;hayranlık;/ˌædməˈreɪʃən/;edmereyşın;I feel admiration for her.;Ona hayranlık duyuyorum.;7;3
admission;kabul / giriş;/ədˈmɪʃən/;edmişın;Admission is free.;Giriş ücretsiz.;2;3
advance payment;peşin ödeme;/ədˈvæns/;edvans;Pay in advance payment.;Peşin ödeme yap.;2;3
advertisement;reklam;/ədˈvɜːrtɪsmənt/;edvörtismınt;I saw an advertisement.;Bir reklam gördüm.;2;3
advice column;tavsiye köşesi;/ədˈvaɪs/;edvays;Read the advice column.;Tavsiye köşesini oku.;7;3
affect result;sonucu etkilemek;/əˈfekt/;efek;It affects the result.;Sonucu etkiler.;3;3
agreement form;anlaşma formu;/əˈɡriːmənt/;egrimınt;Sign the agreement form.;Anlaşma formunu imzala.;2;3
air traffic;hava trafiği;/er/;er;Air traffic is busy.;Hava trafiği yoğun.;4;3
alarm system;alarm sistemi;/əˈlɑːrm/;alarm;The alarm system worked.;Alarm sistemi çalıştı.;6;3
allowance;harçlık;/əˈlaʊəns/;elavıns;I get weekly allowance.;Haftalık harçlık alıyorum.;2;3
analysis report;analiz raporu;/əˈnæləsɪs/;enelısis;Prepare an analysis report.;Analiz raporu hazırla.;3;3
annual event;yıllık etkinlik;/ˈænjuəl/;enyuel;It is an annual event.;Bu yıllık bir etkinlik.;7;3
application form;başvuru formu;/ˌæplɪˈkeɪʃən/;eplıkeyşın;Fill the application form.;Başvuru formunu doldur.;2;3
approval process;onay süreci;/əˈpruːvəl/;apruvıl;The approval process is long.;Onay süreci uzun.;2;3
arrival time;varış zamanı;/əˈraɪvəl/;erayvıl;Check the arrival time.;Varış zamanını kontrol et.;4;3
art gallery;sanat galerisi;/ɑːrt/;art;Visit the art gallery.;Sanat galerisini ziyaret et.;4;3
assessment;değerlendirme;/əˈsesmənt/;esesmınt;This is an assessment.;Bu bir değerlendirmedir.;3;3
assignment;ödev;/əˈsaɪnmənt/;esaynmınt;Finish your assignment.;Ödevini bitir.;3;3
assistance;yardım;/əˈsɪstəns/;asistıns;Thank you for assistance.;Yardım için teşekkürler.;2;3
attendance;katılım;/əˈtendəns/;atendıns;Attendance is required.;Katılım zorunludur.;2;3
attention;dikkat;/əˈtenʃən/;atenşın;Pay attention.;Dikkat et.;3;3
attraction;cazibe;/əˈtrækʃən/;etrakşın;The city has many attractions.;Şehrin birçok cazibesi var.;7;3
audience reaction;seyirci tepkisi;/ˈɔːdiəns/;oodiyıns;Audience reaction was positive.;Seyirci tepkisi olumluydu.;7;3
available space;boş alan;/əˈveɪləbəl/;eveyılıbıl;There is available space.;Boş alan var.;1;3
average score;ortalama puan;/ˈævərɪdʒ/;evırıc;The average score increased.;Ortalama puan arttı.;3;3
background music;arka plan müziği;/ˈbækɡraʊnd/;bekground;Background music is soft.;Arka plan müziği yumuşak.;7;3
basic idea;temel fikir;/ˈbeɪsɪk/;beysik;Understand the basic idea.;Temel fikri anla.;3;3
battery level;pil seviyesi;/ˈbætəri/;betıri;Check battery level.;Pil seviyesini kontrol et.;6;3
behavior pattern;davranış kalıbı;/bɪˈheɪvjər/;biheyvyır;Observe behavior pattern.;Davranış kalıbını gözlemle.;7;3
belief system;inanç sistemi;/bɪˈliːf/;biliif;A belief system guides people.;İnanç sistemi insanları yönlendirir.;7;3
benefit from;faydalanmak;/ˈbenɪfɪt/;benefit;Benefit from experience.;Deneyimden faydalan.;2;3
birth rate;doğum oranı;/bɜːrθ/;börθ;Birth rate decreased.;Doğum oranı azaldı.;5;3
business plan;iş planı;/ˈbɪznəs/;biznıs;Create a business plan.;İş planı oluştur.;2;3
career path;kariyer yolu;/kəˈrɪr/;karir;Choose your career path.;Kariyer yolunu seç.;2;3
case study;vaka analizi;/keɪs/;keys;Read the case study.;Vaka analizini oku.;3;3
cash flow;nakit akışı;/kæʃ/;keş;Cash flow is important.;Nakit akışı önemlidir.;2;3
central idea;ana fikir;/ˈsentrəl/;sentrıl;Find the central idea.;Ana fikri bul.;3;3
challenge level;zorluk seviyesi;/ˈtʃælɪndʒ/;çelınc;The challenge level is high.;Zorluk seviyesi yüksek.;3;3
choice option;seçim seçeneği;/tʃɔɪs/;çoys;Select a choice option.;Bir seçim seçeneği seç.;3;3
communication skill;iletişim becerisi;/kəˈmjuːnɪkeɪʃən/;komyunikeşın;Improve communication skill.;İletişim becerini geliştir.;7;3
company policy;şirket politikası;/ˈkʌmpəni/;kampani;Follow company policy.;Şirket politikasına uy.;2;3
comparison chart;karşılaştırma tablosu;/kəmˈpærɪsən/;komperısın;Check the comparison chart.;Karşılaştırma tablosuna bak.;3;3
complaint letter;şikayet mektubu;/kəmˈpleɪnt/;kompleynt;Write a complaint letter.;Şikayet mektubu yaz.;7;3
conclusion section;sonuç bölümü;/kənˈkluːʒən/;konkıluujın;Read the conclusion section.;Sonuç bölümünü oku.;3;3
confidence level;özgüven seviyesi;/ˈkɑːnfɪdəns/;kanfidıns;Confidence level increased.;Özgüven seviyesi arttı.;7;3
connection speed;bağlantı hızı;/kəˈnekʃən/;konekşın;Connection speed is slow.;Bağlantı hızı yavaş.;6;3
construction site;inşaat alanı;/kənˈstrʌkʃən/;konstrakşın;Avoid the construction site.;İnşaat alanından kaçın.;6;3
contact information;iletişim bilgisi;/ˈkɑːntækt/;kontak;Provide contact information.;İletişim bilgisi ver.;2;3
content quality;içerik kalitesi;/ˈkɑːntent/;kontent;Content quality matters.;İçerik kalitesi önemlidir.;3;3
contract terms;sözleşme şartları;/ˈkɑːntrækt/;kontrakt;Read contract terms.;Sözleşme şartlarını oku.;2;3
control system;kontrol sistemi;/kənˈtroʊl/;kontrol;The control system works.;Kontrol sistemi çalışıyor.;6;3
cost estimate;maliyet tahmini;/kɒst/;kost;Make a cost estimate.;Maliyet tahmini yap.;2;3
customer service;müşteri hizmeti;/ˈkʌstəmər/;kastımır;Customer service is helpful.;Müşteri hizmeti yardımcıdır.;2;3
data analysis;veri analizi;/ˈdeɪtə/;deyta;Data analysis is needed.;Veri analizi gerekli.;6;3
decision making;karar verme;/dɪˈsɪʒən/;disijın;Decision making is hard.;Karar vermek zordur.;3;3
delivery time;teslim süresi;/dɪˈlɪvəri/;dilivıri;Delivery time is short.;Teslim süresi kısa.;2;3
demand increase;talep artışı;/dɪˈmænd/;dimend;Demand increased rapidly.;Talep hızla arttı.;2;3
department store;büyük mağaza;/dɪˈpɑːrtmənt/;dipartmınt;Visit the department store.;Büyük mağazayı ziyaret et.;4;3
development plan;gelişim planı;/dɪˈveləpmənt/;divelıpmınt;Make a development plan.;Gelişim planı yap.;2;3
digital system;dijital sistem;/ˈdɪdʒɪtəl/;dicitıl;Digital system is fast.;Dijital sistem hızlı.;6;3
distance learning;uzaktan eğitim;/ˈdɪstəns/;distıns;Distance learning is popular.;Uzaktan eğitim popüler.;3;3
education system;eğitim sistemi;/ˌedʒuˈkeɪʃən/;ecyukeyşın;Education system changed.;Eğitim sistemi değişti.;3;3
emergency exit;acil çıkış;/ɪˈmɜːrdʒənsi/;imörcınsi;Use emergency exit.;Acil çıkışı kullan.;5;3
energy source;enerji kaynağı;/ˈenərdʒi/;enırci;Solar is an energy source.;Güneş bir enerji kaynağıdır.;6;3
environment issue;çevre sorunu;/ɪnˈvaɪrənmənt/;invayrınmınt;Environment issues are serious.;Çevre sorunları ciddidir.;5;3
event management;etkinlik yönetimi;/ɪˈvent/;ivent;Event management is important.;Etkinlik yönetimi önemlidir.;2;3
exam result;sınav sonucu;/ɪɡˈzæm/;igzam;Exam results were good.;Sınav sonuçları iyiydi.;3;3
expert opinion;uzman görüşü;/ˈekspɜːrt/;ekspert;Ask expert opinion.;Uzman görüşü al.;3;3
financial support;finansal destek;/faɪˈnænʃəl/;faynensıl;Provide financial support.;Finansal destek sağla.;2;3
future plan;gelecek planı;/ˈfjuːtʃər/;fyuçır;Make a future plan.;Gelecek planı yap.;2;3
general idea;genel fikir;/ˈdʒenərəl/;cenırıl;Understand general idea.;Genel fikri anla.;3;3
global market;küresel pazar;/ˈɡloʊbəl/;globıl;Global market is competitive.;Küresel pazar rekabetçidir.;2;3
health condition;sağlık durumu;/helθ/;helth;Check health condition.;Sağlık durumunu kontrol et.;5;3
human behavior;insan davranışı;/ˈhjuːmən/;hyumın;Study human behavior.;İnsan davranışını incele.;7;3
important factor;önemli faktör;/ɪmˈpɔːrtənt/;importınt;Time is an important factor.;Zaman önemli bir faktördür.;3;3
information system;bilgi sistemi;/ˌɪnfərˈmeɪʃən/;informeyşın;Information system works.;Bilgi sistemi çalışıyor.;6;3
international trade;uluslararası ticaret;/ˌɪntərˈnæʃənəl/;internəşınıl;International trade grows.;Uluslararası ticaret büyüyor.;2;3
job opportunity;iş fırsatı;/dʒɒb/;cob;This is a job opportunity.;Bu bir iş fırsatıdır.;2;3
learning process;öğrenme süreci;/ˈlɜːrnɪŋ/;lörning;Learning process takes time.;Öğrenme süreci zaman alır.;3;3
living condition;yaşam koşulu;/ˈlɪvɪŋ/;living;Living conditions improved.;Yaşam koşulları iyileşti.;1;3
market research;pazar araştırması;/ˈmɑːrkɪt/;market;Market research is needed.;Pazar araştırması gerekli.;2;3
mental health;mental sağlık;/ˈmentəl/;mentıl;Mental health is important.;Mental sağlık önemlidir.;5;3
modern technology;modern teknoloji;/ˈmɒdərn/;modırn;Modern technology helps us.;Modern teknoloji bize yardım eder.;6;3
natural resource;doğal kaynak;/ˈnætʃərəl/;neçırıl;Water is a natural resource.;Su doğal bir kaynaktır.;6;3
online service;online hizmet;/ˈɒnlaɪn/;onlayn;Use online service.;Online hizmet kullan.;6;3
personal development;kişisel gelişim;/ˈpɜːrsənəl/;pörsınıl;Personal development matters.;Kişisel gelişim önemlidir.;3;3
positive effect;olumlu etki;/ˈpɒzətɪv/;pozıtiv;Exercise has positive effects.;Egzersizin olumlu etkileri vardır.;3;3
professional skill;profesyonel beceri;/prəˈfeʃənəl/;profeşınıl;Improve professional skills.;Profesyonel becerilerini geliştir.;2;3
public transport;toplu taşıma;/ˈpʌblɪk/;pablik;Use public transport.;Toplu taşıma kullan.;4;3
quality control;kalite kontrol;/ˈkwɑːləti/;kwalıti;Quality control is strict.;Kalite kontrol sıkıdır.;2;3
quick response;hızlı cevap;/kwɪk/;kuik;I need a quick response.;Hızlı cevap lazım.;2;3
research method;araştırma yöntemi;/rɪˈsɜːrtʃ/;risörç;Choose a research method.;Bir araştırma yöntemi seç.;3;3
safety measure;güvenlik önlemi;/ˈseɪfti/;seyfti;Take safety measures.;Güvenlik önlemleri al.;5;3
social media;sosyal medya;/ˈsoʊʃəl/;soşıl;Social media is popular.;Sosyal medya popüler.;6;3
time management;zaman yönetimi;/taɪm/;taym;Improve time management.;Zaman yönetimini geliştir.;2;3
ability test;yetenek testi;/əˈbɪləti test/;ebilıti test;The ability test was easy.;Yetenek testi kolaydı.;3;3
academic;akademik;/ˌækəˈdemɪk/;ekıdemik;She has academic success.;Akademik başarısı var.;3;3
access code;erişim kodu;/ˈækses koʊd/;akses koud;Enter the access code.;Erişim kodunu gir.;6;3
account number;hesap numarası;/əˈkaʊnt ˈnʌmbər/;akaunt nambır;Write your account number.;Hesap numaranı yaz.;2;3
active user;aktif kullanıcı;/ˈæktɪv ˈjuːzər/;aktiv yuzır;The app has many active users.;Uygulamanın birçok aktif kullanıcısı var.;6;3
address;adres;/əˈdres/;edres;Send me your address.;Bana adresini gönder.;1;3
adult;yetişkin;/əˈdʌlt/;edalt;Adults need enough sleep.;Yetişkinlerin yeterli uykuya ihtiyacı vardır.;1;3
agency;ajans;/ˈeɪdʒənsi/;eycınsi;She works for an agency.;Bir ajansta çalışıyor.;2;3
airport;havaalanı;/ˈerpɔːrt/;erport;We arrived at the airport.;Havaalanına vardık.;4;3
ambition;hırs / istek;/æmˈbɪʃən/;embişın;Ambition can help you succeed.;Hırs başarılı olmana yardım edebilir.;7;3
ancient;antik / eski;/ˈeɪnʃənt/;eynşınt;We visited an ancient city.;Antik bir şehri ziyaret ettik.;3;3
appearance;görünüş;/əˈpɪrəns/;epirıns;Her appearance changed.;Görünüşü değişti.;7;3
architect;mimar;/ˈɑːrkɪtekt/;arkitekt;The architect designed a house.;Mimar bir ev tasarladı.;2;3
arrangement;düzenleme;/əˈreɪndʒmənt/;ereyncmınt;The arrangement was perfect.;Düzenleme mükemmeldi.;2;3
artist;sanatçı;/ˈɑːrtɪst/;artist;The artist painted a wall.;Sanatçı bir duvar boyadı.;7;3
atmosphere;atmosfer / ortam;/ˈætməsfɪr/;etmısfir;The atmosphere was friendly.;Ortam samimiydi.;4;3
author;yazar;/ˈɔːθər/;oothır;The author wrote a novel.;Yazar bir roman yazdı.;3;3
award;ödül;/əˈwɔːrd/;evord;She received an award.;Bir ödül aldı.;7;3
aware;farkında;/əˈwer/;ever;I am aware of the problem.;Sorunun farkındayım.;7;3
badly;kötü şekilde;/ˈbædli/;bedli;He was badly hurt.;Kötü şekilde yaralandı.;1;3
basis;temel;/ˈbeɪsɪs/;beysis;Trust is the basis of friendship.;Güven arkadaşlığın temelidir.;3;3
beach;plaj;/biːtʃ/;biiç;We walked on the beach.;Plajda yürüdük.;4;3
biology;biyoloji;/baɪˈɑːlədʒi/;bayaloci;Biology is my favorite subject.;Biyoloji en sevdiğim ders.;3;3
board;kurul / tahta;/bɔːrd/;boord;The board made a decision.;Kurul bir karar verdi.;2;3
brain;beyin;/breɪn/;breyn;The brain controls the body.;Beyin vücudu kontrol eder.;5;3
bridge;köprü;/brɪdʒ/;bric;The bridge is very old.;Köprü çok eski.;4;3
brief;kısa;/briːf/;briif;He gave a brief answer.;Kısa bir cevap verdi.;2;3
brilliant;parlak / harika;/ˈbrɪljənt/;brilyınt;That is a brilliant idea.;Bu harika bir fikir.;7;3
broadcast;yayın;/ˈbrɔːdkæst/;broodkest;The broadcast starts at eight.;Yayın sekizde başlıyor.;2;3
calm;sakin;/kɑːm/;kaam;Stay calm during the exam.;Sınav sırasında sakin kal.;5;3
canal;kanal;/kəˈnæl/;kenel;The canal is very long.;Kanal çok uzun.;4;3
capacity;kapasite;/kəˈpæsəti/;kepesıti;The room has limited capacity.;Odanın kapasitesi sınırlı.;2;3
captain;kaptan;/ˈkæptɪn/;keptın;The captain spoke to the team.;Kaptan takımla konuştu.;2;3
celebration;kutlama;/ˌseləˈbreɪʃən/;selebreyşın;The celebration was amazing.;Kutlama harikaydı.;7;3
certificate;sertifika;/sərˈtɪfɪkət/;sörtifikıt;I got a certificate.;Sertifika aldım.;2;3
channel;kanal;/ˈtʃænəl/;çenıl;Change the TV channel.;TV kanalını değiştir.;6;3
chemical;kimyasal;/ˈkemɪkəl/;kemikıl;This chemical is dangerous.;Bu kimyasal tehlikeli.;3;3
childhood;çocukluk;/ˈtʃaɪldhʊd/;çayldhud;I remember my childhood.;Çocukluğumu hatırlıyorum.;1;3
circle;daire / çember;/ˈsɜːrkəl/;sörkıl;Draw a circle.;Bir daire çiz.;3;3
classical;klasik;/ˈklæsɪkəl/;klesikıl;I like classical music.;Klasik müziği severim.;3;3
client;müşteri;/ˈklaɪənt/;klayınt;The client asked a question.;Müşteri bir soru sordu.;2;3
clothing;giyim;/ˈkloʊðɪŋ/;klouding;Clothing prices increased.;Giyim fiyatları arttı.;1;3
coach;antrenör;/koʊtʃ/;kouç;The coach trained the players.;Antrenör oyuncuları çalıştırdı.;2;3
coast;kıyı;/koʊst/;koust;We drove along the coast.;Kıyı boyunca sürdük.;4;3
collection;koleksiyon;/kəˈlekʃən/;kolekşın;He has a coin collection.;Madeni para koleksiyonu var.;1;3
comedy;komedi;/ˈkɑːmədi/;kamıdi;We watched a comedy.;Bir komedi izledik.;7;3
commercial;ticari / reklam;/kəˈmɜːrʃəl/;komörşıl;This is a commercial area.;Burası ticari bir bölge.;2;3
common;yaygın / ortak;/ˈkɑːmən/;kamın;This mistake is common.;Bu hata yaygındır.;1;3
communication;iletişim;/kəˌmjuːnɪˈkeɪʃən/;komyunikeyşın;Good communication is important.;İyi iletişim önemlidir.;7;3
complicated;karmaşık;/ˈkɑːmplɪkeɪtɪd/;komplıkeytıd;The question is complicated.;Soru karmaşık.;3;3
concern;endişe / konu;/kənˈsɜːrn/;konsörn;Safety is our main concern.;Güvenlik ana endişemizdir.;7;3
confident;özgüvenli;/ˈkɑːnfɪdənt/;kanfidınt;She is a confident speaker.;O özgüvenli bir konuşmacıdır.;7;3
confusion;kafa karışıklığı;/kənˈfjuːʒən/;konfyujın;There was some confusion.;Biraz kafa karışıklığı vardı.;7;3
creative;yaratıcı;/kriˈeɪtɪv/;krieytiv;He is a creative student.;O yaratıcı bir öğrencidir.;7;3
criminal;suçlu / suçla ilgili;/ˈkrɪmɪnəl/;kriminıl;The police caught the criminal.;Polis suçluyu yakaladı.;7;3
criticism;eleştiri;/ˈkrɪtɪsɪzəm/;kritisizım;He accepted the criticism.;Eleştiriyi kabul etti.;7;3
curious;meraklı;/ˈkjʊriəs/;kyuriyıs;Children are naturally curious.;Çocuklar doğal olarak meraklıdır.;7;3
daily;günlük;/ˈdeɪli/;deyli;I follow a daily routine.;Günlük bir rutin takip ediyorum.;1;3
dangerous;tehlikeli;/ˈdeɪndʒərəs/;deyncırıs;This road is dangerous.;Bu yol tehlikeli.;5;3
decade;on yıl;/ˈdekeɪd/;dekeyd;A decade passed quickly.;On yıl hızlı geçti.;3;3
